sounds,files,words,correct_answer,training,practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,welcome_animation.started,welcome_animation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,instructions.started,instructions.stopped,ISI.started,ISI.stopped,text.started,text.stopped,text_2.started,text_2.stopped,start.started,start.stopped,breaks.started,breaks.stopped,end.started,end.stopped,participant,date,expName,psychopyVersion,frameRate,
stimuli/SC_S2_wu2-p_192ms.wav,SC_S2_wu2-p_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,,,,,0,16,16,144,,,2,1,3.0232831299999816,1064.6094529869997,None,1064.1046149120002,None,0.0004755154996018973,0.5004755154996019,1066.1038217919995,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yi2-w_305ms.wav,DW_S1_yi2-w_305ms.wav,1-衣          2-姨          3-椅          4-意,2,None,,,,,,,,,0,17,17,147,,,3,0,2.4152561589999095,1068.153462958,None,1067.6489749940001,None,0.0011723825000444776,0.5011723825000445,1069.6512606710003,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yi3-w_305ms.wav,SC_S1_yi3-w_305ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,18,18,156,,,1,0,1.9845498579998093,1071.0881445409996,None,1070.5838824749999,None,0.0015485486992474762,0.5015485486992475,1072.5824188790002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_wu1-p_305ms.wav,DW_S1_wu1-p_305ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,19,19,37,,,1,1,1.9338359049997962,1073.5948660839995,None,1073.0895245009997,None,0.0008419875994150061,0.500841987599415,1075.0922483909999,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_ma4-w_305ms.wav,DW_S1_ma4-w_305ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,20,20,65,,,3,0,1.8108908759995757,1076.0538262279997,None,1075.5484700219995,None,0.0016896344995984691,0.5016896344995985,1077.547823469,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yi3-w_192ms.wav,SC_S2_yi3-w_192ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,21,21,86,,,1,0,2.2452256209999177,1078.3875020599999,None,1077.882262268,None,0.0019417623998378986,0.5019417623998379,1079.8823725109996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_e1-p_192ms.wav,DW_S2_e1-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,,,,,0,22,22,38,,,1,1,3.396944307999547,1081.1557502770002,None,1080.6509481080002,None,0.00036811549853155157,0.5003681154985316,1082.65402231,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu1-p_305ms.wav,DW_S1_yu1-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,23,23,16,,,1,1,2.8134974630002034,1085.0752062319998,None,1084.5702737929996,None,0.0018687544998101657,0.5018687544998102,1086.5701177740002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yi2-p_305ms.wav,SC_S2_yi2-p_305ms.wav,1-衣          2-姨          3-椅          4-意,2,None,,,,,,,,,0,24,24,129,,,2,1,2.165153549999559,1088.411566961,None,1087.9064119529994,None,0.00161120539996773,0.5016112053999677,1089.9070753739998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_wu3-p_305ms.wav,SC_S2_wu3-p_305ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,,,,,0,25,25,41,,,3,1,2.4842991980003717,1091.100414679,None,1090.595179205,None,0.001805365499421896,0.5018053654994219,1092.5940456529997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_wu1-w_305ms.wav,SC_S1_wu1-w_305ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,26,26,6,,,2,0,1.8622197309996409,1094.1064914789995,None,1093.6013274839997,None,0.0017801806998249958,0.501780180699825,1095.6013498579996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yi3-w_192ms.wav,SC_S1_yi3-w_192ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,27,27,97,,,1,0,2.437978334000036,1096.4907331220002,None,1095.985925375,None,0.0020262074995116564,0.5020262074995117,1097.987027356,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma1-p_305ms.wav,SC_S2_ma1-p_305ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,28,28,52,,,1,1,3.301768063000054,1099.4509772579995,None,1098.9465230659998,None,0.0003933844991479418,0.5003933844991479,1100.947396853,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu2-p_305ms.wav,DW_S2_yu2-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,29,29,154,,,2,1,5.24785313800021,1103.2728469140002,None,1102.7673222049998,None,0.00030492259975289926,0.5003049225997529,1104.764993531,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_e2-p_192ms.wav,DW_S1_e2-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,30,30,61,,,2,1,3.253152180000143,1109.043546885,None,1108.53789073,None,0.0008410414993704762,0.5008410414993705,1110.5392302330001,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu3-p_305ms.wav,DW_S1_yu3-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,31,31,70,,,3,1,2.2185937650001506,1112.8221765819999,None,1112.3167935299998,None,0.0016536074990654015,0.5016536074990654,1114.3157678979996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma3-p_305ms.wav,SC_S2_ma3-p_305ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,,,,,0,32,32,120,,,3,1,2.8800740110000334,1115.5606359779995,None,1115.0559910359998,None,0.0020254974988347385,0.5020254974988347,1117.053073688,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_e3-p_305ms.wav,DW_S2_e3-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,3,None,,,,,,,,,0,33,33,104,,,3,1,2.8528585669992026,1118.9638459099997,None,1118.458676698,None,0.0008866265998221934,0.5008866265998222,1120.4598163439996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yi2-w_192ms.wav,SC_S2_yi2-w_192ms.wav,1-衣          2-姨          3-椅          4-意,2,None,,,,,,,,,0,34,34,76,,,1,0,2.3950061630002892,1122.341706407,None,1121.8362167329997,None,0.00014490659941657213,0.5001449065994166,1123.839530788,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yu4-p_305ms.wav,SC_S1_yu4-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,35,35,142,,,4,1,2.8851586599994334,1125.259541282,None,1124.7541891259998,None,0.0006563115002791164,0.5006563115002791,1126.75319914,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma2-w_192ms.wav,SC_S2_ma2-w_192ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,,,,,0,36,36,155,,,1,0,3.8534142850003263,1128.66729536,None,1128.1622457559997,None,0.0020664413987105945,0.5020664413987106,1130.1619739609996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yi4-w_192ms.wav,DW_S1_yi4-w_192ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,,,,,0,37,37,64,,,1,0,3.4674820110003566,1133.0452318019998,None,1132.540027338,None,0.0013052694994257763,0.5013052694994258,1134.5436171539995,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yi1-w_192ms.wav,SC_S2_yi1-w_192ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,,,,,0,38,38,82,,,1,1,1.8903222070002812,1137.030378374,None,1136.5269448929994,None,0.00017932179980562069,0.5001793217998056,1138.5292913080002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_wu4-w_192ms.wav,DW_S1_wu4-w_192ms.wav,1-乌          2-无          3-五          4-物,4,None,,,,,,,,,0,39,39,109,,,3,0,2.763603417000013,1139.4451143420001,None,1138.9402153259998,None,0.0018321104998904048,0.5018321104998904,1140.9379824789994,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu3-p_192ms.wav,DW_S1_yu3-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,40,40,15,,,3,1,2.4177502230004393,1142.726963188,None,1142.221967083,None,0.0006891206003274419,0.5006891206003274,1144.2230928159997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma3-w_192ms.wav,SC_S2_ma3-w_192ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,,,,,0,41,41,128,,,3,1,2.2750079369998275,1145.6697102859998,None,1145.1645439169997,None,0.00124004550070822,0.5012400455007082,1147.1627616240003,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yu2-p_192ms.wav,SC_S1_yu2-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,42,42,115,,,2,1,1.83620141099982,1148.4685681559995,None,1147.9638710119998,None,0.002038871500189998,0.50203887150019,1149.9617777049998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_wu1-w_305ms.wav,DW_S1_wu1-w_305ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,43,43,106,,,3,0,2.7289866829996754,1150.8237271729995,None,1150.3188103659995,None,0.0006053555998732918,0.5006053555998733,1152.318643228,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma4-w_305ms.wav,SC_S2_ma4-w_305ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,44,44,51,,,1,0,2.970488621000186,1154.0782201679995,None,1153.5727151740002,None,0.0012876435002908693,0.5012876435002909,1155.5747199489997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_e2-w_192ms.wav,DW_S2_e2-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,45,45,34,,,2,1,2.236602739999398,1157.5721074089997,None,1157.0672437940002,None,0.0014758934994461015,0.5014758934994461,1159.066326491,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_ma1-w_192ms.wav,DW_S2_ma1-w_192ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,46,46,81,,,3,0,2.7693219560005673,1160.3353757759996,None,1159.830037271,None,0.001468524499614432,0.5014685244996144,1161.8289297789997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma4-p_192ms.wav,SC_S2_ma4-p_192ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,47,47,103,,,4,1,2.5035526069996195,1163.6251639020002,None,1163.1206408529997,None,0.0011686767002174747,0.5011686767002175,1165.120849543,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu3-w_305ms.wav,DW_S1_yu3-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,48,48,136,,,2,0,2.343784874999983,1166.6489254870003,None,1166.1437776599996,None,0.0013096354996378068,0.5013096354996378,1168.144814452,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yi4-w_305ms.wav,SC_S2_yi4-w_305ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,,,,,0,49,49,57,,,4,1,6.4455588020000505,1169.5152382669994,None,1169.01080672,None,0.0018682154013731633,0.5018682154013732,1171.0112926089996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yi4-w_305ms.wav,DW_S2_yi4-w_305ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,,,,,0,50,50,84,,,3,0,3.803470361000109,1176.477240653,None,1175.9723541980002,None,0.0010075577001771308,0.5010075577001771,1177.9727444589998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_wu1-w_192ms.wav,DW_S2_wu1-w_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,51,51,68,,,3,0,3.2880808629997773,1180.8006210049998,None,1180.2960474129995,None,0.0020897884996884386,0.5020897884996884,1182.2935660309995,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yu4-p_192ms.wav,SC_S2_yu4-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,52,52,75,,,4,1,2.782398411000031,1184.6103278599994,None,1184.1053834779996,None,0.0013296815996000078,0.5013296815996,1186.1079191549998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_wu2-w_305ms.wav,DW_S1_wu2-w_305ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,,,,,0,53,53,130,,,2,1,2.4614460180000606,1187.9152539420002,None,1187.4097659150002,None,0.0008378734992220416,0.500837873499222,1189.4109537180002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_wu2-p_192ms.wav,SC_S1_wu2-p_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,,,,,0,54,54,158,,,2,1,1.9193293850003101,1190.8973981869995,None,1190.3928055719998,None,0.0016973877000054927,0.5016973877000055,1192.390585393,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_ma4-w_192ms.wav,SC_S1_ma4-w_192ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,55,55,150,,,4,1,3.720199619999221,1193.336504203,None,1192.8317235509994,None,0.0015160954990278697,0.5015160954990279,1194.8304879030002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_ma1-w_305ms.wav,DW_S1_ma1-w_305ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,56,56,113,,,4,0,7.128527761999976,1197.5761841049998,None,1197.0710907799994,None,0.0007190757996795583,0.5007190757996796,1199.070463223,1203.114334338,1203.114334338,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yu1-w_305ms.wav,SC_S2_yu1-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,57,57,96,,,2,0,2.547972931000004,1205.2287251389998,None,1204.7238827299998,None,0.0010734085999501985,0.5010734085999502,1206.7238157430002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yu1-p_305ms.wav,SC_S1_yu1-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,58,58,145,,,1,1,2.5143380949994025,1208.2943569119998,None,1207.7893728849995,None,0.0003062746991417953,0.5003062746991418,1209.790658842,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_e2-p_305ms.wav,SC_S1_e2-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,59,59,102,,,2,1,2.357845317999818,1211.3308390329994,None,1210.8259850670001,None,0.0010694315997170634,0.5010694315997171,1212.8261996439996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu2-p_192ms.wav,DW_S2_yu2-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,60,60,1,,,2,1,2.7335100760001296,1214.2112128170002,None,1213.706431609,None,0.0015678715999456472,0.5015678715999456,1215.7040881900002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_ma4-w_192ms.wav,DW_S1_ma4-w_192ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,61,61,3,,,4,1,6.52741062899986,1217.4652779429998,None,1216.9607090519994,None,0.0016074024997578817,0.5016074024997579,1218.9582365659999,1220.1226780159996,1220.1226780159996,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu3-p_192ms.wav,DW_S2_yu3-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,62,62,54,,,3,1,3.303516476999903,1224.513185934,None,1224.0082164750002,None,0.0017892605001179618,0.501789260500118,1226.0064324189998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_ma2-p_192ms.wav,SC_S2_ma2-p_192ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,,,,,0,63,63,23,,,2,1,2.7581711120001273,1228.3385692539996,None,1227.8332150159995,None,0.0008684125996296643,0.5008684125996297,1229.835816678,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_e2-w_192ms.wav,SC_S2_e2-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,64,64,79,,,2,1,2.1358889909997743,1231.6168420819995,None,1231.112250577,None,0.0015713644997958909,0.5015713644997959,1233.1101651649997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_e1-p_305ms.wav,SC_S1_e1-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,,,,,0,65,65,126,,,1,1,2.051654937999956,1234.2690497559997,None,1233.7646281030002,None,0.00018531469959270908,0.5001853146995927,1235.7642270819997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu1-p_192ms.wav,DW_S1_yu1-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,66,66,32,,,1,1,1.8291906510003173,1236.843526265,None,1236.33907732,None,0.0018624124995767488,0.5018624124995767,1238.3392835099994,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_wu2-p_192ms.wav,DW_S2_wu2-p_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,,,,,0,67,67,118,,,2,1,2.1204521079998813,1239.1922502030002,None,1238.6879272750002,None,0.00042375249995529884,0.5004237524999553,1240.6868594859998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yu4-w_305ms.wav,SC_S1_yu4-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,68,68,88,,,2,0,2.7886296469996523,1241.8360730180002,None,1241.3310806089994,None,0.001247167600922694,0.5012471676009227,1243.3318971849994,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_e4-w_192ms.wav,SC_S2_e4-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,4,None,,,,,,,,,0,69,69,2,,,2,0,2.0541631910000433,1245.1465384719995,None,1244.6411795089998,None,0.001465016599468072,0.5014650165994681,1246.639755532,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu3-w_192ms.wav,DW_S2_yu3-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,70,70,29,,,2,0,1.756344094999804,1247.72436422,None,1247.2193408080002,None,0.00031866159861237975,0.5003186615986124,1249.2224754110002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_ma3-p_192ms.wav,SC_S1_ma3-p_192ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,,,,,0,71,71,110,,,3,1,1.9654586599999675,1250.00328834,None,1249.498489859,None,0.0005736374987463932,0.5005736374987464,1251.4985320449996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_e2-p_305ms.wav,DW_S2_e2-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,72,72,117,,,2,1,2.518652720999853,1252.4900490929995,None,1251.9849488649998,None,0.00024209649927797727,0.500242096499278,1253.984736507,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_ma1-w_192ms.wav,SC_S1_ma1-w_192ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,73,73,133,,,4,0,1.8854703279994283,1255.531242645,None,1255.0262471260003,None,5.479600076796487e-06,0.5000054796000768,1257.0276582010001,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_ma1-w_305ms.wav,SC_S1_ma1-w_305ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,74,74,146,,,4,0,2.1528557330002513,1257.935880219,None,1257.4309089540002,None,0.0012067246989317937,0.5012067246989318,1259.4297174040003,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_e1-w_192ms.wav,DW_S2_e1-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,,,,,0,75,75,95,,,2,0,2.1836532369998167,1260.6090857600002,None,1260.103746418,None,0.0003849616005027201,0.5003849616005027,1262.10427093,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yu2-p_305ms.wav,SC_S2_yu2-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,76,76,138,,,2,1,2.7912933859997793,1263.313441118,None,1262.8081436860002,None,0.0008406994993492845,0.5008406994993493,1264.8090784939996,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu4-p_305ms.wav,DW_S2_yu4-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,77,77,19,,,4,1,3.132407000999592,1266.6203227959995,None,1266.1156757970002,None,0.0009163566992356209,0.5009163566992356,1268.1138690950002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_yu1-w_305ms.wav,DW_S1_yu1-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,78,78,105,,,2,0,1.9403448260000005,1270.2684195969996,None,1269.7635476220003,None,0.0011395556994102662,0.5011395556994103,1271.7630349290002,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_e1-w_192ms.wav,DW_S1_e1-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,,,,,0,79,79,63,,,2,0,2.2888827770002536,1272.727819916,None,1272.2236633789998,None,0.00010779059994092677,0.5001077905999409,1274.2250443849998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_ma1-p_192ms.wav,SC_S1_ma1-p_192ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,,,,,0,80,80,62,,,1,1,1.7330616990002454,1275.5396355530002,None,1275.034707582,None,0.0017636464999668533,0.5017636464999669,1277.0357716910003,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_wu1-p_192ms.wav,DW_S2_wu1-p_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,81,81,66,,,1,1,3.444874386000265,1277.7958543200002,None,1277.2903095000001,None,0.000816432600004191,0.5008164326000042,1279.288709587,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S1_yi3-p_192ms.wav,SC_S1_yi3-p_192ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,82,82,58,,,3,1,2.1904148929997973,1281.7623009879999,None,1281.2572061729998,None,0.00040141449971997645,0.50040141449972,1283.2573651459998,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/SC_S2_yu3-w_305ms.wav,SC_S2_yu3-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,83,83,55,,,2,0,1.9355288639999344,1284.4731850970002,None,1283.9689140949995,None,0.00040621649986860575,0.5004062164998686,1285.968855659,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S2_yu4-w_192ms.wav,DW_S2_yu4-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,84,84,92,,,2,0,5.48890780200054,1286.9278790030003,None,1286.4230478059999,None,0.0016034956997827976,0.5016034956997828,1288.4196494159996,1290.5150710789994,1290.5150710789994,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_e3-p_192ms.wav,DW_S1_e3-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,3,None,,,,,,,,,0,85,85,67,,,3,1,2.4818504249997204,1292.934858738,None,1292.4300293999995,None,0.001065122600266477,0.5010651226002665,1294.4307980009999,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
stimuli/DW_S1_wu3-w_305ms.wav,DW_S1_wu3-w_305ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,,,,,0,86,86,132,,,3,1,2.372271586000352,1295.9404358169995,None,1295.435807166,None,0.0003285456004959997,0.500328545600496,1297.4360053339997,None,None,None,,,,,,,16,2022_Jan_14_1602,Whispered,2021.2.3,479.080150768501,
