sounds,files,words,correct_answer,training,practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,welcome_animation.started,welcome_animation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,instructions.started,instructions.stopped,ISI.started,ISI.stopped,text.started,text.stopped,text_2.started,text_2.stopped,start.started,start.stopped,breaks.started,breaks.stopped,end.started,end.stopped,participant,date,expName,psychopyVersion,frameRate,
stimuli/SC_S1_wu1-p_192ms.wav,SC_S1_wu1-p_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,0,106,106,12,,,,,,,1,1,2.7592245,1261.12104,None,1260.632817,None,0.007699666,0.507699666,1262.61887,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yu2-w_192ms.wav,SC_S1_yu2-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,0,107,107,16,,,,,,,3,0,2.697786298,1264.390488,None,1263.903024,None,0.008191292,0.508191292,1265.890106,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi1-w_192ms.wav,SC_S1_yi1-w_192ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,0,108,108,22,,,,,,,3,0,3.034693944,1267.597508,None,1267.10795,None,0.006665104,0.506665104,1269.110087,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_e2-p_305ms.wav,SC_S1_e2-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,0,109,109,131,,,,,,,2,1,3.522734708,1271.149523,None,1270.661059,None,0.007585503,0.507585503,1272.646833,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e1-p_192ms.wav,SC_S2_e1-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,0,110,110,111,,,,,,,1,1,2.698065662,1275.182206,None,1274.698488,None,0.011018519,0.511018519,1276.684091,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_yu3-p_192ms.wav,SC_S2_yu3-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,0,111,111,151,,,,,,,3,1,3.458738575,1278.389524,None,1277.901823,None,0.006961583,0.506961583,1279.888869,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_ma1-p_305ms.wav,SC_S2_ma1-p_305ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,0,112,112,51,,,,,,,1,1,2.959858458,1282.36038,None,1281.87272,None,0.007274318,0.507274318,1283.860689,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_e3-w_305ms.wav,SC_S1_e3-w_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,3,None,,,,,0,113,113,43,,,,,,,4,0,2.89653642,1285.831713,None,1285.343594,None,0.007287844,0.507287844,1287.329972,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e2-w_305ms.wav,SC_S2_e2-w_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,0,114,114,132,,,,,,,4,0,6.776986949,1289.231245,None,1288.747605,None,0.011280921,0.511280921,1290.733028,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yu4-w_305ms.wav,DW_S2_yu4-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,0,115,115,148,,,,,,,3,0,3.162198118,1296.526066,None,1296.038548,None,0.008823867,0.508823867,1298.025178,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu2-w_305ms.wav,DW_S2_wu2-w_305ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,116,116,77,,,,,,,3,0,3.420430232,1300.195809,None,1299.708853,None,0.00786382,0.50786382,1301.697216,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yi1-w_305ms.wav,DW_S1_yi1-w_305ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,0,117,117,149,,,,,,,3,0,3.704963982,1304.135259,None,1303.647042,None,0.00777267,0.50777267,1305.633159,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yi3-p_305ms.wav,DW_S2_yi3-p_305ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,0,118,118,70,,,,,,,3,1,3.39990262,1308.352369,None,1307.868286,None,0.011451507,0.511451507,1309.855764,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_wu2-w_192ms.wav,SC_S1_wu2-w_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,119,119,152,,,,,,,3,0,3.779679305,1312.260596,None,1311.772537,None,0.007715011,0.507715011,1313.75933,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_ma2-p_192ms.wav,DW_S1_ma2-p_192ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,0,120,120,144,,,,,,,2,1,2.858233294,1316.550043,None,1316.06124,None,0.007116714,0.507116714,1318.047709,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi4-p_192ms.wav,SC_S1_yi4-p_192ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,0,121,121,98,,,,,,,4,1,3.040478276,1319.919762,None,1319.430978,None,0.006820496,0.506820496,1321.417386,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu2-w_192ms.wav,DW_S1_yu2-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,0,122,122,87,,,,,,,3,0,3.302615849,1323.473606,None,1322.985057,None,0.007444496,0.507444496,1324.97117,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu4-p_192ms.wav,DW_S1_yu4-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,0,123,123,17,,,,,,,4,1,2.632213421,1327.28805,None,1326.806185,None,0.012803948,0.512803948,1328.792936,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi4-w_192ms.wav,SC_S1_yi4-w_192ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,0,124,124,93,,,,,,,4,1,4.913300942,1330.430962,None,1329.942708,None,0.006798276,0.506798276,1331.94539,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e2-p_192ms.wav,SC_S2_e2-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,0,125,125,5,,,,,,,2,1,3.809380238,1335.854889,None,1335.366035,None,0.006734494,0.506734494,1337.351978,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_ma1-w_305ms.wav,SC_S1_ma1-w_305ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,0,126,126,82,,,,,,,3,0,3.32979795,1340.174468,None,1339.68674,None,0.007015238,0.507015238,1341.673329,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e4-p_305ms.wav,SC_S2_e4-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,4,None,,,,,0,127,127,136,,,,,,,4,1,2.972421313,1344.011825,None,1343.523859,None,0.007562435,0.507562435,1345.509727,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu3-p_305ms.wav,SC_S2_wu3-p_305ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,0,128,128,81,,,,,,,3,1,2.869581282,1347.498674,None,1347.011461,None,0.007996317,0.507996317,1348.997626,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu3-w_192ms.wav,DW_S1_yu3-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,0,129,129,122,,,,,,,3,1,3.467513649,1350.884816,None,1350.39874,None,0.009085881,0.509085881,1352.384394,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_wu2-w_305ms.wav,SC_S1_wu2-w_305ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,130,130,60,,,,,,,3,0,3.069814708,1354.858436,None,1354.369649,None,0.00838292,0.50838292,1356.356582,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_wu2-w_305ms.wav,DW_S1_wu2-w_305ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,131,131,104,,,,,,,3,0,4.086331142,1358.442132,None,1357.957511,None,0.011044362,0.511044362,1359.944234,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_wu4-p_305ms.wav,DW_S1_wu4-p_305ms.wav,1-乌          2-无          3-五          4-物,4,None,,,,,0,132,132,27,,,,,,,4,1,4.080359939,1363.031902,None,1362.545176,None,0.010931954,0.510931954,1364.531576,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_e2-p_192ms.wav,DW_S1_e2-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,0,133,133,36,,,,,,,2,1,3.034216441,1367.622036,None,1367.133707,None,0.007867812,0.507867812,1369.120047,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi1-p_192ms.wav,SC_S1_yi1-p_192ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,0,134,134,40,,,,,,,1,1,2.784586441,1371.175651,None,1370.687688,None,0.007449613,0.507449613,1372.674204,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu4-p_305ms.wav,SC_S2_wu4-p_305ms.wav,1-乌          2-无          3-五          4-物,4,Y,,,,,0,135,135,46,,,,,,,4,1,3.004216903,1374.476026,None,1373.99112,None,0.009103677,0.509103677,1375.97783,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_yu2-w_305ms.wav,SC_S2_yu2-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,0,136,136,103,,,,,,,2,1,2.794904847,1377.99733,None,1377.511347,None,0.009747779,0.509747779,1379.497477,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_ma3-w_305ms.wav,SC_S2_ma3-w_305ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,0,137,137,113,,,,,,,3,1,2.760414405,1381.303849,None,1380.815505,None,0.00676778,0.50676778,1382.802017,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_yu4-w_192ms.wav,SC_S2_yu4-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,0,138,138,101,,,,,,,2,0,4.074668403,1384.573567,None,1384.085519,None,0.007796274,0.507796274,1386.072389,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu1-p_305ms.wav,DW_S2_wu1-p_305ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,0,139,139,1,,,,,,,1,1,3.085533761,1389.162716,None,1388.674219,None,0.007536512,0.507536512,1390.660881,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e1-w_192ms.wav,SC_S2_e1-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,0,140,140,92,,,,,,,4,0,4.939048401,1392.765179,None,1392.278166,None,0.00706114,0.50706114,1394.26579,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_ma2-w_305ms.wav,DW_S1_ma2-w_305ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,0,141,141,14,,,,,,,3,0,2.802180887,1398.222058,None,1397.734059,None,0.008483359,0.508483359,1399.720626,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yu2-w_305ms.wav,SC_S1_yu2-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,0,142,142,126,,,,,,,2,1,2.826311126,1401.541924,None,1401.054273,None,0.007678171,0.507678171,1403.041128,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu3-w_305ms.wav,DW_S2_wu3-w_305ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,0,143,143,97,,,,,,,3,1,2.576539166,1404.879715,None,1404.391457,None,0.008103392,0.508103392,1406.378069,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_e4-p_192ms.wav,DW_S2_e4-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,4,None,,,,,0,144,144,32,,,,,,,4,1,3.168869561,1407.96735,None,1407.478544,None,0.007384809,0.507384809,1409.4652,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_ma3-w_305ms.wav,DW_S2_ma3-w_305ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,0,145,145,95,,,,,,,3,1,2.786709434,1411.653529,None,1411.165529,None,0.007736379,0.507736379,1413.151357,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu2-w_305ms.wav,DW_S1_yu2-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,0,146,146,30,,,,,,,3,0,2.971073591,1414.957181,None,1414.469136,None,0.007711879,0.507711879,1416.455817,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu3-p_305ms.wav,DW_S2_wu3-p_305ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,0,147,147,48,,,,,,,3,1,3.713992804,1418.446308,None,1417.972616,None,0.006442125,0.506442125,1419.95905,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_ma2-p_305ms.wav,DW_S1_ma2-p_305ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,0,148,148,89,,,,,,,2,1,2.475761182,1422.668538,None,1422.179384,None,0.006852045,0.506852045,1424.181773,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu3-w_192ms.wav,SC_S2_wu3-w_192ms.wav,1-乌          2-无          3-五          4-物,3,None,,,,,0,149,149,45,,,,,,,1,0,3.08413254,1425.652097,None,1425.1645,None,0.007736735,0.507736735,1427.15103,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_wu2-p_192ms.wav,SC_S1_wu2-p_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,150,150,91,,,,,,,2,1,2.269473076,1429.250798,None,1428.770311,None,0.012631383,0.512631383,1430.756163,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yu3-p_305ms.wav,SC_S1_yu3-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,0,151,151,106,,,,,,,3,1,2.788332683,1432.027913,None,1431.539463,None,0.007047069,0.507047069,1433.542327,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yu1-w_192ms.wav,SC_S1_yu1-w_192ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,0,152,152,158,,,,,,,2,0,2.736969751,1435.327265,None,1434.841703,None,0.010573643,0.510573643,1436.82833,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_ma1-p_192ms.wav,DW_S2_ma1-p_192ms.wav,1-妈          2-麻          3-马           4-骂,1,None,,,,,0,153,153,150,,,,,,,1,1,3.1456578,1438.582608,None,1438.095467,None,0.008458359,0.508458359,1440.080715,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_ma2-p_192ms.wav,SC_S2_ma2-p_192ms.wav,1-妈          2-麻          3-马           4-骂,2,None,,,,,0,154,154,110,,,,,,,2,1,4.406220925,1442.234027,None,1441.751019,None,0.011274696,0.511274696,1443.73645,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yu3-p_192ms.wav,DW_S2_yu3-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,0,155,155,155,,,,,,,3,1,3.306263725,1447.157976,None,1446.671265,None,0.009027311,0.509027311,1448.658781,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu2-w_192ms.wav,SC_S2_wu2-w_192ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,0,156,156,79,,,,,,,2,1,3.692185211,1450.980051,None,1450.492327,None,0.007601616,0.507601616,1452.478972,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_e4-w_192ms.wav,DW_S2_e4-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,4,None,,,,,0,157,157,69,,,,,,,4,1,3.519129172,1455.185111,None,1454.696903,None,0.007852841,0.507852841,1456.682592,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu1-w_192ms.wav,DW_S2_wu1-w_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,0,158,158,55,,,,,,,3,0,2.778076116,1459.22219,None,1458.73463,None,0.00889701,0.50889701,1460.721014,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi4-p_305ms.wav,SC_S1_yi4-p_305ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,0,159,159,128,,,,,,,4,1,2.744201344,1462.512052,None,1462.023379,None,0.005659328,0.505659328,1464.024956,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu3-w_305ms.wav,DW_S1_yu3-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,0,0,101,,,3,1,3.440844366,1485.007419,None,1484.518195,None,0.003449269,0.503449269,1486.516081,None,None,None,,,1465.276273,None,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yu1-p_192ms.wav,DW_S2_yu1-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,1,None,,,,,,,,,0,1,1,87,,,1,1,2.781419133,1488.954852,None,1488.467391,None,0.009743884,0.509743884,1490.454025,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu4-p_192ms.wav,DW_S2_wu4-p_192ms.wav,1-乌          2-无          3-五          4-物,4,None,,,,,,,,,0,2,2,91,,,4,1,2.548653462,1492.243798,None,1491.75484,None,0.007803861,0.507803861,1493.74229,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_e2-w_192ms.wav,SC_S2_e2-w_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,2,None,,,,,,,,,0,3,3,40,,,4,0,4.351089266,1495.297162,None,1494.808355,None,0.00835139,0.50835139,1496.795319,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yi2-p_192ms.wav,DW_S2_yi2-p_192ms.wav,1-衣          2-姨          3-椅          4-意,2,None,,,,,,,,,0,4,4,129,,,2,1,3.01686846,1500.167527,None,1499.679985,None,0.008506331,0.508506331,1501.666445,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_ma4-w_305ms.wav,SC_S2_ma4-w_305ms.wav,1-妈          2-麻          3-马           4-骂,4,None,,,,,,,,,0,5,5,80,,,3,0,2.773492752,1503.690746,None,1503.201489,None,0.008419565,0.508419565,1505.186995,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yi4-w_305ms.wav,SC_S1_yi4-w_305ms.wav,1-衣          2-姨          3-椅          4-意,4,None,,,,,,,,,0,6,6,6,,,4,1,3.495570529,1506.976706,None,1506.488156,None,0.006786044,0.506786044,1508.491228,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_yi3-p_192ms.wav,SC_S2_yi3-p_192ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,7,7,90,,,3,1,2.5282219,1510.976043,None,1510.491717,None,0.011470487,0.511470487,1512.478501,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_wu1-p_192ms.wav,DW_S2_wu1-p_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,8,8,69,,,1,1,2.775386097,1514.016831,None,1513.528468,None,0.007112612,0.507112612,1515.516067,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yi3-p_305ms.wav,DW_S1_yi3-p_305ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,9,9,109,,,3,1,2.975730526,1517.30453,None,1516.816146,None,0.006222321,0.506222321,1518.81969,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_e3-p_305ms.wav,DW_S1_e3-p_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,3,None,,,,,,,,,0,10,10,71,,,3,1,3.257463754,1520.790772,None,1520.302632,None,0.007162708,0.507162708,1522.289715,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu4-p_192ms.wav,SC_S2_wu4-p_192ms.wav,1-乌          2-无          3-五          4-物,4,None,,,,,,,,,0,11,11,116,,,4,1,2.917730918,1524.562507,None,1524.073891,None,0.007815518,0.507815518,1526.061077,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu2-p_305ms.wav,SC_S2_wu2-p_305ms.wav,1-乌          2-无          3-五          4-物,2,None,,,,,,,,,0,12,12,77,,,2,1,2.501861025,1527.994435,None,1527.512118,None,0.012019171,0.512019171,1529.498365,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yi1-p_192ms.wav,DW_S1_yi1-p_192ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,,,,,0,13,13,108,,,1,1,2.699030627,1531.005209,None,1530.515851,None,0.006332099,0.506332099,1532.517281,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yu4-p_305ms.wav,DW_S1_yu4-p_305ms.wav,1-迂          2-鱼          3-雨          4-玉,4,None,,,,,,,,,0,14,14,57,,,4,1,2.770900488,1534.221328,None,1533.73476,None,0.00867721,0.50867721,1535.720679,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_wu1-w_192ms.wav,DW_S1_wu1-w_192ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,15,15,36,,,3,0,2.538716748,1537.509531,None,1537.021259,None,0.008164182,0.508164182,1539.008288,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yi3-w_192ms.wav,DW_S1_yi3-w_192ms.wav,1-衣          2-姨          3-椅          4-意,3,None,,,,,,,,,0,16,16,47,,,3,1,2.827292068,1540.564942,None,1540.075971,None,0.006526966,0.506526966,1542.077741,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_yu3-w_305ms.wav,SC_S2_yu3-w_305ms.wav,1-迂          2-鱼          3-雨          4-玉,3,None,,,,,,,,,0,17,17,59,,,3,1,3.277448817,1543.898814,None,1543.41119,None,0.008030541,0.508030541,1545.396878,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S1_yi1-w_192ms.wav,DW_S1_yi1-w_192ms.wav,1-衣          2-姨          3-椅          4-意,1,None,,,,,,,,,0,18,18,154,,,3,0,3.545852857,1547.686414,None,1547.198677,None,0.007445602,0.507445602,1549.185054,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_e1-p_192ms.wav,DW_S2_e1-p_192ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,1,None,,,,,,,,,0,19,19,139,,,1,1,3.690133655,1551.742127,None,1551.253318,None,0.00719657,0.50719657,1553.255552,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_yu2-p_192ms.wav,SC_S1_yu2-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,20,20,140,,,2,1,2.533402429,1555.946835,None,1555.458189,None,0.007858162,0.507858162,1557.445789,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_yu2-p_192ms.wav,DW_S2_yu2-p_192ms.wav,1-迂          2-鱼          3-雨          4-玉,2,None,,,,,,,,,0,21,21,41,,,2,1,3.829167298,1558.995097,None,1558.513343,None,0.012678658,0.512678658,1560.499219,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S1_ma3-w_192ms.wav,SC_S1_ma3-w_192ms.wav,1-妈          2-麻          3-马           4-骂,3,None,,,,,,,,,0,22,22,104,,,3,1,2.806016117,1563.33824,None,1562.849636,None,0.007324973,0.507324973,1564.836126,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/SC_S2_wu1-w_305ms.wav,SC_S2_wu1-w_305ms.wav,1-乌          2-无          3-五          4-物,1,None,,,,,,,,,0,23,23,84,,,2,0,2.773746795,1566.65852,None,1566.17021,None,0.006846645,0.506846645,1568.155588,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
stimuli/DW_S2_e4-w_305ms.wav,DW_S2_e4-w_305ms.wav,1-婀          2-鹅          3-恶（恶心）          4-饿,4,None,,,,,,,,,0,24,24,153,,,4,1,4.030840512,1569.945415,None,1569.457516,None,0.007248146,0.507248146,1571.444397,None,None,None,,,,,,,37,2022_Jan_24_1318,Whispered,2021.2.3,60.03307006
